분석아이디,학교명,위도,경도,위험지역 사유,기타 상세 사유,행위 구분,데이터기준일자
7434,함덕초등학교,33.54080323,126.6455865,신호등이 없음,해당없음,하교,2021-01-25
7435,함덕초등학교,33.54095362,126.6689778,기타,"골목이 많아서 차나 사람, 동물이 언제 나올 지 모름",등교,2021-01-25
7435,함덕초등학교,33.53872742,126.6743533,인도에 차가 서 있음,해당없음,하교,2021-01-25
7436,함덕초등학교,33.54061399,126.6696695,인도에 차가 서 있음,해당없음,등교,2021-01-25
7437,대흘초등학교,33.49868277,126.6587594,신호등이 없음,해당없음,등교,2021-01-25
7438,대흘초등학교,33.46510336,126.6590201,돌이 떨어질 것 같음,해당없음,등교,2021-01-25
7438,대흘초등학교,33.46452445,126.6583339,신호등이 없음,해당없음,등교,2021-01-25
7438,대흘초등학교,33.47016358,126.6631313,인도에 차가 서 있음,해당없음,등교,2021-01-25
7439,대흘초등학교,33.49900885,126.6576712,신호등이 없음,해당없음,등교,2021-01-25
7440,대흘초등학교,33.49926918,126.6564487,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,하교,2021-01-25
7440,대흘초등학교,33.49934741,126.6562117,인도에 차가 서 있음,해당없음,등교,2021-01-25
7440,대흘초등학교,33.49981645,126.6562852,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7440,대흘초등학교,33.49996994,126.6563653,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7440,대흘초등학교,33.49973975,126.6562639,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7440,대흘초등학교,33.49910715,126.6573533,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
7445,대흘초등학교,33.49368441,126.6657466,신호등이 없음,해당없음,등교,2021-01-25
7450,대흘초등학교,33.49523094,126.6625258,신호등이 없음,해당없음,등교,2021-01-25
7450,대흘초등학교,33.49329562,126.6670098,신호등이 없음,해당없음,등교,2021-01-25
7450,대흘초등학교,33.49692088,126.6606683,신호등이 없음,해당없음,등교,2021-01-25
7450,대흘초등학교,33.49659725,126.661014,신호등이 없음,해당없음,하교,2021-01-25
7461,토평초등학교,33.26333497,126.5917357,신호등이 없음,해당없음,등교,2021-01-25
7465,토평초등학교,33.26097332,126.5797428,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
7466,토평초등학교,33.28344214,126.5892589,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7466,토평초등학교,33.2654408,126.5905238,인도에 차가 서 있음,해당없음,등교,2021-01-25
7467,토평초등학교,33.27267108,126.5902861,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7467,토평초등학교,33.26721309,126.5893349,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7467,토평초등학교,33.26713926,126.5895043,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7467,토평초등학교,33.26730116,126.5893855,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7467,토평초등학교,33.27074056,126.5899731,신호등이 없음,해당없음,하교,2021-01-25
7467,토평초등학교,33.27053061,126.5898748,신호등이 없음,해당없음,활동,2021-01-25
7467,토평초등학교,33.27035025,126.589865,신호등이 없음,해당없음,활동,2021-01-25
7467,토평초등학교,33.27290578,126.5903709,위험한 곳이라는 안내시설이 없음,해당없음,등교,2021-01-25
7467,토평초등학교,33.26705826,126.5895476,위험한 곳이라는 안내시설이 없음,해당없음,활동,2021-01-25
7467,토평초등학교,33.27007252,126.5897187,인도에 차가 서 있음,해당없음,등교,2021-01-25
7467,토평초등학교,33.27151489,126.5896475,인도에 차가 서 있음,해당없음,하교,2021-01-25
7467,토평초등학교,33.27064651,126.5894772,인도에 차가 서 있음,해당없음,활동,2021-01-25
7467,토평초등학교,33.26719765,126.5894396,인도에 차가 서 있음,해당없음,활동,2021-01-25
7467,토평초등학교,33.26777619,126.5898931,인도에 차가 서 있음,해당없음,활동,2021-01-25
7467,토평초등학교,33.27303335,126.5907782,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7468,토평초등학교,33.27292403,126.5877075,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7468,토평초등학교,33.27281704,126.588073,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7469,토평초등학교,33.26886623,126.5933843,신호등이 없음,해당없음,등교,2021-01-25
7469,토평초등학교,33.27196345,126.59723,신호등이 없음,해당없음,활동,2021-01-25
7469,토평초등학교,33.27142787,126.5975061,신호등이 없음,해당없음,활동,2021-01-25
7469,토평초등학교,33.27086126,126.5979434,신호등이 없음,해당없음,활동,2021-01-25
7469,토평초등학교,33.26911459,126.5976657,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7470,도남초등학교,33.49406914,126.5265218,인도에 차가 서 있음,해당없음,등교,2021-01-25
7470,도남초등학교,33.49451177,126.5267453,인도에 차가 서 있음,해당없음,등교,2021-01-25
7470,도남초등학교,33.49409166,126.525338,인도에 차가 서 있음,해당없음,등교,2021-01-25
7470,도남초등학교,33.49370311,126.5251141,인도에 차가 서 있음,해당없음,하교,2021-01-25
7470,도남초등학교,33.4943371,126.5258639,인도에 차가 서 있음,해당없음,하교,2021-01-25
7470,도남초등학교,33.49303085,126.52614,인도에 차가 서 있음,해당없음,하교,2021-01-25
7471,도남초등학교,33.49634884,126.5232366,신호등이 없음,해당없음,등교,2021-01-25
7472,도남초등학교,33.49656925,126.5272291,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7472,도남초등학교,33.49547884,126.5273642,신호등이 없음,해당없음,등교,2021-01-25
7472,도남초등학교,33.49547736,126.5269768,신호등이 없음,해당없음,하교,2021-01-25
7472,도남초등학교,33.49682153,126.5271847,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7476,도남초등학교,33.49261966,126.5247111,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7476,도남초등학교,33.49359568,126.5229625,기타,거울이 없어서 차가 나오는지 볼수 없음,등교,2021-01-25
7476,도남초등학교,33.49302582,126.5248273,신호등이 없음,해당없음,하교,2021-01-25
7476,도남초등학교,33.49276275,126.524409,인도에 차가 서 있음,해당없음,등교,2021-01-25
7477,동홍초등학교,33.26088526,126.5691613,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7482,도남초등학교,33.4947665,126.5285249,신호등이 없음,해당없음,하교,2021-01-25
7483,도남초등학교,33.49488755,126.5236388,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7483,도남초등학교,33.4955344,126.5236272,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
7483,도남초등학교,33.49625383,126.5219768,돌이 떨어질 것 같음,해당없음,활동,2021-01-25
7483,도남초등학교,33.49554535,126.5235437,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7483,도남초등학교,33.49507695,126.5236539,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7483,도남초등학교,33.49556577,126.5235786,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
7485,도남초등학교,33.49353244,126.5229306,신호등이 없음,해당없음,하교,2021-01-25
7487,도남초등학교,33.49377989,126.5275079,신호등이 없음,해당없음,등교,2021-01-25
7487,도남초등학교,33.49406986,126.5267101,신호등이 없음,해당없음,하교,2021-01-25
7488,도남초등학교,33.49284624,126.5282649,신호등이 없음,해당없음,등교,2021-01-25
7489,도남초등학교,33.4978477,126.5217649,신호등이 없음,해당없음,등교,2021-01-25
7490,도남초등학교,33.494462,126.5240487,신호등이 없음,해당없음,등교,2021-01-25
7490,도남초등학교,33.49444389,126.5240272,신호등이 없음,해당없음,하교,2021-01-25
7491,도남초등학교,33.4905117,126.5275311,신호등이 없음,해당없음,등교,2021-01-25
7492,도남초등학교,33.49275639,126.5271624,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
7492,도남초등학교,33.49228912,126.5263916,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
7492,도남초등학교,33.49284134,126.526979,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7492,도남초등학교,33.49284039,126.5267316,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7492,도남초등학교,33.49318656,126.5297386,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
7493,도남초등학교,33.4955224,126.5272617,신호등이 없음,해당없음,등교,2021-01-25
7495,도남초등학교,33.49484025,126.5242336,신호등이 없음,해당없음,등교,2021-01-25
7496,도남초등학교,33.49228906,126.5257863,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7496,도남초등학교,33.49229814,126.5258024,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7496,도남초등학교,33.49238397,126.5258503,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
7497,도남초등학교,33.49444707,126.5254463,신호등이 없음,해당없음,등교,2021-01-25
7497,도남초등학교,33.49368864,126.5251599,신호등이 없음,해당없음,등교,2021-01-25
7501,도남초등학교,33.49406955,126.5266294,인도에 차가 서 있음,해당없음,등교,2021-01-25
7504,서귀서초등학교,33.25513505,126.5582194,신호등이 없음,해당없음,활동,2021-01-25
7504,서귀서초등학교,33.25510802,126.5582249,신호등이 없음,해당없음,활동,2021-01-25
7505,도남초등학교,33.49445276,126.5254597,신호등이 없음,해당없음,등교,2021-01-25
7505,도남초등학교,33.4944618,126.5254651,신호등이 없음,해당없음,등교,2021-01-25
7506,도남초등학교,33.49485358,126.5241824,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7507,도남초등학교,33.49601586,126.5233932,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7508,도남초등학교,33.49312125,126.5262041,신호등이 없음,해당없음,하교,2021-01-25
7510,도남초등학교,33.49379333,126.5274863,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
7510,도남초등학교,33.49328328,126.5273169,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
7510,도남초등학교,33.49354304,126.5280526,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
7510,도남초등학교,33.49354296,126.5280311,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
7512,도남초등학교,33.49402903,126.527824,신호등이 없음,해당없음,등교,2021-01-25
7513,도남초등학교,33.49675966,126.5228053,위험한 곳이라는 안내시설이 없음,해당없음,하교,2021-01-25
7514,서귀서초등학교,33.25498502,126.5572301,신호등이 없음,해당없음,등교,2021-01-25
7514,서귀서초등학교,33.25501205,126.5572246,신호등이 없음,해당없음,등교,2021-01-25
7515,도남초등학교,33.49284513,126.527088,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7518,도남초등학교,33.49547971,126.5258227,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7519,도남초등학교,33.4964893,126.5293172,신호등이 없음,해당없음,등교,2021-01-25
7519,도남초등학교,33.4965161,126.5292525,신호등이 없음,해당없음,등교,2021-01-25
7519,도남초등학교,33.49646655,126.5292635,신호등이 없음,해당없음,등교,2021-01-25
7519,도남초등학교,33.49543148,126.5273564,신호등이 없음,해당없음,하교,2021-01-25
7519,도남초등학교,33.49540449,126.5273727,신호등이 없음,해당없음,하교,2021-01-25
7522,도남초등학교,33.49580542,126.5278897,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
7523,도남초등학교,33.49408272,126.5265378,인도에 차가 서 있음,해당없음,등교,2021-01-25
7524,도남초등학교,33.49542708,126.5273847,신호등이 없음,해당없음,등교,2021-01-25
7524,도남초등학교,33.49538878,126.5273902,신호등이 없음,해당없음,등교,2021-01-25
7531,도남초등학교,33.49541256,126.5277143,신호등이 없음,해당없음,활동,2021-01-25
7531,도남초등학교,33.49269105,126.5175226,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
7532,서귀서초등학교,33.25337558,126.5581719,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7532,서귀서초등학교,33.25345867,126.5587187,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
7532,서귀서초등학교,33.25356994,126.5595874,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7532,서귀서초등학교,33.25397928,126.5580615,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
7534,도남초등학교,33.49274656,126.5284282,신호등이 없음,해당없음,등교,2021-01-25
7534,도남초등학교,33.49271896,126.5282831,신호등이 없음,해당없음,하교,2021-01-25
7534,도남초등학교,33.49287266,126.5283952,인도에 차가 서 있음,해당없음,등교,2021-01-25
7535,도남초등학교,33.49570646,126.528244,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
